transcript_id	drop_status	description
ENSMUST00000123034	False	Warning: Missing `3'UTR'
ENSMUST00000123035	True	Fatal: Missing `CDS`
ENSMUST00000123036	False	Warning: Missing `3'UTR'
ENSMUST00000123037	True	Fatal: Missing `CDS`
ENSMUST00000123038	True	Fatal: Missing `CDS`
ENSMUST00000123039	True	Fatal: Missing `CDS`
ENSMUST00000123040	True	Fatal: Missing `CDS`
ENSMUST00000123041	True	Fatal: Missing `CDS`
ENSMUST00000123042	True	Fatal: Missing `CDS`
ENSMUST00000123043	False	Warning: Missing `3'UTR'
ENSMUST00000123044	True	Fatal: Missing `CDS`
ENSMUST00000123045	True	Fatal: Missing `CDS`
ENSMUST00000123046	True	Fatal: Missing `CDS`
ENSMUST00000123047	False	Warning: Missing `3'UTR'
ENSMUST00000123048	True	Fatal: Missing `CDS`
ENSMUST00000123049	True	Fatal: Missing `CDS`
ENSMUST00000123050	True	Fatal: Missing `CDS`
ENSMUST00000123051	True	Fatal: Missing `CDS`
ENSMUST00000123052	True	Fatal: Missing `CDS`
ENSMUST00000123053	False	Warning: Missing `3'UTR'
ENSMUST00000123054	True	Fatal: Missing `CDS`
ENSMUST00000123056	True	Fatal: Missing `CDS`
ENSMUST00000123058	True	Fatal: Missing `CDS`
ENSMUST00000123059	True	Fatal: Missing `CDS`
ENSMUST00000123060	True	Fatal: Missing `CDS`
ENSMUST00000123061	True	Fatal: Missing `CDS`
ENSMUST00000123062	True	Fatal: Missing `CDS`
ENSMUST00000123063	True	Fatal: Missing `CDS`
ENSMUST00000123064	True	Fatal: Missing `CDS`
ENSMUST00000123065	True	Fatal: Missing `CDS`
ENSMUST00000123066	True	Fatal: Missing `CDS`
ENSMUST00000123067	True	Fatal: Missing `CDS`
ENSMUST00000123068	True	Fatal: Missing `CDS`
ENSMUST00000123070	True	Fatal: Missing `CDS`
ENSMUST00000123071	True	Fatal: Missing `CDS`
ENSMUST00000123072	False	Warning: Missing `3'UTR'
ENSMUST00000123073	True	Fatal: Missing `CDS`
ENSMUST00000123074	True	Fatal: Missing `CDS`
ENSMUST00000123076	False	Warning: Missing `3'UTR'
ENSMUST00000123077	True	Fatal: Missing `CDS`
ENSMUST00000123078	True	Fatal: Missing `CDS`
ENSMUST00000123079	True	Fatal: Missing `CDS`
ENSMUST00000123080	True	Fatal: Missing `CDS`
ENSMUST00000123081	True	Fatal: Missing `CDS`
ENSMUST00000123082	True	Fatal: Missing `CDS`
ENSMUST00000123084	True	Fatal: Missing `CDS`
ENSMUST00000123085	True	Fatal: Missing `CDS`
ENSMUST00000123086	False	Warning: Missing `5'UTR'
ENSMUST00000123087	True	Fatal: Missing `CDS`
ENSMUST00000123088	False	Warning: Missing `3'UTR'
ENSMUST00000123089	True	Fatal: Missing `CDS`
ENSMUST00000123090	True	Fatal: Missing `CDS`
ENSMUST00000123091	False	Warning: Missing `3'UTR'
ENSMUST00000123092	True	Fatal: Missing `CDS`
ENSMUST00000123093	True	Fatal: Missing `CDS`
ENSMUST00000123094	True	Fatal: Missing `CDS`
ENSMUST00000123095	True	Fatal: Missing `CDS`
ENSMUST00000123096	True	Fatal: Missing `CDS`
ENSMUST00000123098	False	Warning: Missing `3'UTR'
ENSMUST00000123099	True	Fatal: Missing `CDS`
ENSMUST00000123100	False	Warning: Missing `3'UTR'
ENSMUST00000123103	True	Fatal: Missing `CDS`
ENSMUST00000123104	False	Warning: Missing `5'UTR'
ENSMUST00000123105	False	Warning: Missing `3'UTR'
ENSMUST00000123106	True	Fatal: Missing `CDS`
ENSMUST00000123107	True	Fatal: Missing `CDS`
ENSMUST00000123108	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123109	True	Fatal: Missing `CDS`
ENSMUST00000123110	True	Fatal: Missing `CDS`
ENSMUST00000123111	True	Fatal: Missing `CDS`
ENSMUST00000123112	True	Fatal: Missing `CDS`
ENSMUST00000123113	True	Fatal: Missing `CDS`
ENSMUST00000123114	True	Fatal: Missing `CDS`
ENSMUST00000123115	True	Fatal: Missing `CDS`
ENSMUST00000123116	False	Warning: Missing `3'UTR'
ENSMUST00000123117	True	Fatal: Missing `CDS`
ENSMUST00000123118	True	Fatal: Missing `CDS`
ENSMUST00000123119	True	Fatal: Missing `CDS`
ENSMUST00000123120	True	Fatal: Missing `CDS`
ENSMUST00000123123	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123124	True	Fatal: Missing `CDS`
ENSMUST00000123125	True	Fatal: Missing `CDS`
ENSMUST00000123126	True	Fatal: Missing `CDS`
ENSMUST00000123127	True	Fatal: Missing `CDS`
ENSMUST00000123129	True	Fatal: Missing `CDS`
ENSMUST00000123130	True	Fatal: Missing `CDS`
ENSMUST00000123131	True	Fatal: Missing `CDS`
ENSMUST00000123132	True	Fatal: Missing `CDS`
ENSMUST00000123133	True	Fatal: Missing `CDS`
ENSMUST00000123134	True	Fatal: Missing `CDS`
ENSMUST00000123135	True	Fatal: Missing `CDS`
ENSMUST00000123136	True	Fatal: Missing `CDS`
ENSMUST00000123137	True	Fatal: Missing `CDS`
ENSMUST00000123138	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123139	True	Fatal: Missing `CDS`
ENSMUST00000123140	True	Fatal: Missing `CDS`
ENSMUST00000123141	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123142	False	Warning: Missing `3'UTR'
ENSMUST00000123143	False	Warning: Missing `3'UTR'
ENSMUST00000123144	True	Fatal: Missing `CDS`
ENSMUST00000123145	True	Fatal: Missing `CDS`
ENSMUST00000123147	True	Fatal: Missing `CDS`
ENSMUST00000123148	True	Fatal: Missing `CDS`
ENSMUST00000123149	True	Fatal: Missing `CDS`
ENSMUST00000123150	False	Warning: Missing `3'UTR'
ENSMUST00000123151	True	Fatal: Missing `CDS`
ENSMUST00000123152	True	Fatal: Missing `CDS`
ENSMUST00000123153	True	Fatal: Missing `CDS`
ENSMUST00000123154	True	Fatal: Missing `CDS`
ENSMUST00000123155	True	Fatal: Missing `CDS`
ENSMUST00000123156	False	Warning: Missing `3'UTR'
ENSMUST00000123157	True	Fatal: Missing `CDS`
ENSMUST00000123158	True	Fatal: Missing `CDS`
ENSMUST00000123160	True	Fatal: Missing `CDS`
ENSMUST00000123161	True	Fatal: Missing `CDS`
ENSMUST00000123163	True	Fatal: Missing `CDS`
ENSMUST00000123164	False	Warning: Missing `5'UTR'
ENSMUST00000123165	True	Fatal: Missing `CDS`
ENSMUST00000123166	False	Warning: Missing `5'UTR'
ENSMUST00000123167	False	Warning: Missing `3'UTR'
ENSMUST00000123168	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000123169	True	Fatal: Missing `CDS`
ENSMUST00000123171	True	Fatal: Missing `CDS`
ENSMUST00000123172	True	Fatal: Missing `CDS`
ENSMUST00000123173	True	Fatal: Missing `CDS`
ENSMUST00000123174	True	Fatal: Missing `CDS`
ENSMUST00000123175	True	Fatal: Missing `CDS`
ENSMUST00000123177	True	Fatal: Missing `CDS`
ENSMUST00000123178	True	Fatal: Missing `CDS`
ENSMUST00000123179	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000123180	True	Fatal: Missing `CDS`
ENSMUST00000123181	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123183	True	Fatal: Missing `CDS`
ENSMUST00000123184	True	Fatal: Missing `CDS`
ENSMUST00000123185	True	Fatal: Missing `CDS`
ENSMUST00000123186	True	Fatal: Missing `CDS`
ENSMUST00000123188	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123189	False	Warning: Missing `3'UTR'
ENSMUST00000123190	True	Fatal: Missing `CDS`
ENSMUST00000123191	True	Fatal: Missing `CDS`
ENSMUST00000123192	True	Fatal: Missing `CDS`
ENSMUST00000123193	True	Fatal: Missing `CDS`
ENSMUST00000123194	False	Warning: Missing `3'UTR'
ENSMUST00000123195	True	Fatal: Missing `CDS`
ENSMUST00000123197	True	Fatal: Missing `CDS`
ENSMUST00000123198	False	Warning: Missing `3'UTR'
ENSMUST00000123199	True	Fatal: Missing `CDS`
ENSMUST00000123200	True	Fatal: Missing `CDS`
ENSMUST00000123201	False	Warning: Missing `3'UTR'
ENSMUST00000123203	True	Fatal: Missing `CDS`
ENSMUST00000123204	True	Fatal: Missing `CDS`
ENSMUST00000123205	True	Fatal: Missing `CDS`
ENSMUST00000123206	False	Warning: Missing `3'UTR'
ENSMUST00000123207	False	Warning: Missing `3'UTR'
ENSMUST00000123208	True	Fatal: Missing `CDS`
ENSMUST00000123209	True	Fatal: Missing `CDS`
ENSMUST00000123210	True	Fatal: Missing `CDS`
ENSMUST00000123211	True	Fatal: Missing `CDS`
ENSMUST00000123212	True	Fatal: Missing `CDS`
ENSMUST00000123213	False	Warning: Missing `3'UTR'
ENSMUST00000123214	False	Warning: Missing `3'UTR'
ENSMUST00000123215	True	Fatal: Missing `CDS`
ENSMUST00000123216	True	Fatal: Missing `CDS`
ENSMUST00000123217	True	Fatal: Missing `CDS`
ENSMUST00000123218	True	Fatal: Missing `CDS`
ENSMUST00000123219	True	Fatal: Missing `CDS`
ENSMUST00000123220	True	Fatal: Missing `CDS`
ENSMUST00000123221	True	Fatal: Missing `CDS`
ENSMUST00000123222	True	Fatal: Missing `CDS`
ENSMUST00000123223	True	Fatal: Missing `CDS`
ENSMUST00000123224	True	Fatal: Missing `CDS`
ENSMUST00000123225	False	Warning: Missing `3'UTR'
ENSMUST00000123226	True	Fatal: Missing `CDS`
ENSMUST00000123227	True	Fatal: Missing `CDS`
ENSMUST00000123228	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123229	True	Fatal: Missing `CDS`
ENSMUST00000123230	True	Fatal: Missing `CDS`
ENSMUST00000123231	True	Fatal: Missing `CDS`
ENSMUST00000123232	True	Fatal: Missing `CDS`
ENSMUST00000123233	True	Fatal: Missing `CDS`
ENSMUST00000123234	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123235	False	Warning: Missing `3'UTR'
ENSMUST00000123236	True	Fatal: Missing `CDS`
ENSMUST00000123239	True	Fatal: Missing `CDS`
ENSMUST00000123240	True	Fatal: Missing `CDS`
ENSMUST00000123241	True	Fatal: Missing `CDS`
ENSMUST00000123242	True	Fatal: Missing `CDS`
ENSMUST00000123243	True	Fatal: Missing `CDS`
ENSMUST00000123245	False	Warning: Missing `3'UTR'
ENSMUST00000123246	True	Fatal: Missing `CDS`
ENSMUST00000123247	True	Fatal: Missing `CDS`
ENSMUST00000123248	False	Warning: Missing `5'UTR'
ENSMUST00000123249	True	Fatal: Missing `CDS`
ENSMUST00000123250	True	Fatal: Missing `CDS`
ENSMUST00000123251	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123252	True	Fatal: Missing `CDS`
ENSMUST00000123253	True	Fatal: Missing `CDS`
ENSMUST00000123254	True	Fatal: Missing `CDS`
ENSMUST00000123255	True	Fatal: Missing `CDS`
ENSMUST00000123256	True	Fatal: Missing `CDS`
ENSMUST00000123257	True	Fatal: Missing `CDS`
ENSMUST00000123258	True	Fatal: Missing `CDS`
ENSMUST00000123259	True	Fatal: Missing `CDS`
ENSMUST00000123260	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123261	True	Fatal: Missing `CDS`
ENSMUST00000123263	True	Fatal: Missing `CDS`
ENSMUST00000123264	False	Warning: Missing `3'UTR'
ENSMUST00000123265	True	Fatal: Missing `CDS`
ENSMUST00000123266	False	Warning: Missing `3'UTR'
ENSMUST00000123267	True	Fatal: Missing `CDS`
ENSMUST00000123268	True	Fatal: Missing `CDS`
ENSMUST00000123270	True	Fatal: Missing `CDS`
ENSMUST00000123271	False	Warning: Missing `3'UTR'
ENSMUST00000123272	True	Fatal: Missing `CDS`
ENSMUST00000123273	True	Fatal: Missing `CDS`
ENSMUST00000123274	True	Fatal: Missing `CDS`
ENSMUST00000123275	True	Fatal: Missing `CDS`
ENSMUST00000123276	True	Fatal: Missing `CDS`
ENSMUST00000123277	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123278	True	Fatal: Missing `CDS`
ENSMUST00000123279	False	Warning: Missing `3'UTR'
ENSMUST00000123280	True	Fatal: Missing `CDS`
ENSMUST00000123281	True	Fatal: Missing `CDS`
ENSMUST00000123282	True	Fatal: Missing `CDS`
ENSMUST00000123284	True	Fatal: Missing `CDS`
ENSMUST00000123286	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000123287	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123288	False	Warning: Missing `3'UTR'
ENSMUST00000123289	True	Fatal: Missing `CDS`
ENSMUST00000123290	True	Fatal: Missing `CDS`
ENSMUST00000123291	False	Warning: Missing `3'UTR'
ENSMUST00000123292	True	Fatal: Missing `CDS`
ENSMUST00000123293	False	Warning: Missing `3'UTR'
ENSMUST00000123294	True	Fatal: Missing `CDS`
ENSMUST00000123297	True	Fatal: Missing `CDS`
ENSMUST00000123299	True	Fatal: Missing `CDS`
ENSMUST00000123300	False	Warning: Missing `5'UTR'
ENSMUST00000123303	True	Fatal: Missing `CDS`
ENSMUST00000123305	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123306	False	Warning: Missing `5'UTR'
ENSMUST00000123307	True	Fatal: Missing `CDS`
ENSMUST00000123308	True	Fatal: Missing `CDS`
ENSMUST00000123309	True	Fatal: Missing `CDS`
ENSMUST00000123310	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000123311	False	Warning: Missing `3'UTR'
ENSMUST00000123312	True	Fatal: Missing `CDS`
ENSMUST00000123313	True	Fatal: Missing `CDS`
ENSMUST00000123314	True	Fatal: Missing `CDS`
ENSMUST00000123315	True	Fatal: Missing `CDS`
ENSMUST00000123317	True	Fatal: Missing `CDS`
ENSMUST00000123318	True	Fatal: Missing `CDS`
ENSMUST00000123319	True	Fatal: Missing `CDS`
ENSMUST00000123321	False	Warning: Missing `3'UTR'
ENSMUST00000123322	True	Fatal: Missing `CDS`
ENSMUST00000123323	True	Fatal: Missing `CDS`
ENSMUST00000123324	True	Fatal: Missing `CDS`
ENSMUST00000123326	True	Fatal: Missing `CDS`
ENSMUST00000123327	True	Fatal: Missing `CDS`
ENSMUST00000123328	True	Fatal: Missing `CDS`
ENSMUST00000123329	True	Fatal: Missing `CDS`
ENSMUST00000123330	False	Warning: Missing `3'UTR'
ENSMUST00000123331	False	Warning: Missing `3'UTR'
ENSMUST00000123332	True	Fatal: Missing `CDS`
ENSMUST00000123333	True	Fatal: Missing `CDS`
ENSMUST00000123334	True	Fatal: Missing `CDS`
ENSMUST00000123335	False	Warning: Missing `3'UTR'
ENSMUST00000123337	True	Fatal: Missing `CDS`
ENSMUST00000123338	True	Fatal: Missing `CDS`
ENSMUST00000123339	False	Warning: Missing `3'UTR'
ENSMUST00000123340	True	Fatal: Missing `CDS`
ENSMUST00000123341	True	Fatal: Missing `CDS`
ENSMUST00000123342	True	Fatal: Missing `CDS`
ENSMUST00000123343	True	Fatal: Missing `CDS`
ENSMUST00000123344	True	Fatal: Missing `CDS`
ENSMUST00000123345	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123346	True	Fatal: Missing `CDS`
ENSMUST00000123347	True	Fatal: Missing `CDS`
ENSMUST00000123348	True	Fatal: Missing `CDS`
ENSMUST00000123350	True	Fatal: Missing `CDS`
ENSMUST00000123351	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123352	True	Fatal: Missing `CDS`
ENSMUST00000123353	True	Fatal: Missing `CDS`
ENSMUST00000123354	True	Fatal: Missing `CDS`
ENSMUST00000123355	True	Fatal: Missing `CDS`
ENSMUST00000123356	True	Fatal: Missing `CDS`
ENSMUST00000123357	False	Warning: Missing `3'UTR'
ENSMUST00000123358	True	Fatal: Missing `CDS`
ENSMUST00000123359	True	Fatal: Missing `CDS`
ENSMUST00000123360	True	Fatal: Missing `CDS`
ENSMUST00000123363	True	Fatal: Missing `CDS`
ENSMUST00000123364	False	Warning: Missing `3'UTR'
ENSMUST00000123365	False	Warning: Missing `3'UTR'
ENSMUST00000123366	True	Fatal: Missing `CDS`
ENSMUST00000123367	True	Fatal: Missing `CDS`
ENSMUST00000123368	True	Fatal: Missing `CDS`
ENSMUST00000123369	False	Warning: Missing `3'UTR'
ENSMUST00000123370	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123371	True	Fatal: Missing `CDS`
ENSMUST00000123373	True	Fatal: Missing `CDS`
ENSMUST00000123374	True	Fatal: Missing `CDS`
ENSMUST00000123375	True	Fatal: Missing `CDS`
ENSMUST00000123376	False	Warning: Missing `3'UTR'
ENSMUST00000123377	True	Fatal: Missing `CDS`
ENSMUST00000123378	True	Fatal: Missing `CDS`
ENSMUST00000123379	True	Fatal: Missing `CDS`
ENSMUST00000123380	True	Fatal: Missing `CDS`
ENSMUST00000123382	True	Fatal: Missing `CDS`
ENSMUST00000123383	True	Fatal: Missing `CDS`
ENSMUST00000123385	True	Fatal: Missing `CDS`
ENSMUST00000123386	True	Fatal: Missing `CDS`
ENSMUST00000123388	True	Fatal: Missing `CDS`
ENSMUST00000123389	True	Fatal: Missing `CDS`
ENSMUST00000123390	True	Fatal: Missing `CDS`
ENSMUST00000123391	True	Fatal: Missing `CDS`
ENSMUST00000123392	True	Fatal: Missing `CDS`
ENSMUST00000123393	True	Fatal: Missing `CDS`
ENSMUST00000123394	True	Fatal: Missing `CDS`
ENSMUST00000123395	True	Fatal: Missing `CDS`
ENSMUST00000123396	True	Fatal: Missing `CDS`
ENSMUST00000123397	True	Fatal: Missing `CDS`
ENSMUST00000123398	True	Fatal: Missing `CDS`
ENSMUST00000123400	True	Fatal: Missing `CDS`
ENSMUST00000123401	True	Fatal: Missing `CDS`
ENSMUST00000123402	True	Fatal: Missing `CDS`
ENSMUST00000123403	True	Fatal: Missing `CDS`
ENSMUST00000123404	False	Warning: Missing `3'UTR'
ENSMUST00000123405	True	Fatal: Missing `CDS`
ENSMUST00000123406	False	Warning: Missing `3'UTR'
ENSMUST00000123407	True	Fatal: Missing `CDS`
ENSMUST00000123410	False	Warning: Missing `5'UTR'
ENSMUST00000123411	True	Fatal: Missing `CDS`
ENSMUST00000123414	True	Fatal: Missing `CDS`
ENSMUST00000123415	False	Warning: Missing `3'UTR'
ENSMUST00000123416	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000123417	True	Fatal: Missing `CDS`
ENSMUST00000123419	True	Fatal: Missing `CDS`
ENSMUST00000123420	True	Fatal: Missing `CDS`
ENSMUST00000123421	True	Fatal: Missing `CDS`
ENSMUST00000123422	True	Fatal: Missing `CDS`
ENSMUST00000123423	True	Fatal: Missing `CDS`
ENSMUST00000123424	True	Fatal: Missing `CDS`
ENSMUST00000123425	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123426	True	Fatal: Missing `CDS`
ENSMUST00000123427	True	Fatal: Missing `CDS`
ENSMUST00000123428	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123429	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123430	True	Fatal: Missing `CDS`
ENSMUST00000123431	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123432	True	Fatal: Missing `CDS`
ENSMUST00000123433	False	Warning: Missing `3'UTR'
ENSMUST00000123435	True	Fatal: Missing `CDS`
ENSMUST00000123436	True	Fatal: Missing `CDS`
ENSMUST00000123437	False	Warning: Missing `3'UTR'
ENSMUST00000123438	True	Fatal: Missing `CDS`
ENSMUST00000123439	False	Warning: Missing `3'UTR'
ENSMUST00000123440	True	Fatal: Missing `CDS`
ENSMUST00000123441	True	Fatal: Missing `CDS`
ENSMUST00000123442	True	Fatal: Missing `CDS`
ENSMUST00000123443	False	Warning: Missing `3'UTR'
ENSMUST00000123444	True	Fatal: Missing `CDS`
ENSMUST00000123446	True	Fatal: Missing `CDS`
ENSMUST00000123447	True	Fatal: Missing `CDS`
ENSMUST00000123448	True	Fatal: Missing `CDS`
ENSMUST00000123449	True	Fatal: Missing `CDS`
ENSMUST00000123450	True	Fatal: Missing `CDS`
ENSMUST00000123454	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123455	True	Fatal: Missing `CDS`
ENSMUST00000123456	True	Fatal: Missing `CDS`
ENSMUST00000123457	True	Fatal: Missing `CDS`
ENSMUST00000123458	True	Fatal: Missing `CDS`
ENSMUST00000123459	True	Fatal: Missing `CDS`
ENSMUST00000123460	False	Warning: Missing `3'UTR'
ENSMUST00000123461	False	Warning: Missing `3'UTR'
ENSMUST00000123462	True	Fatal: Missing `CDS`
ENSMUST00000123463	True	Fatal: Missing `CDS`
ENSMUST00000123464	True	Fatal: Missing `CDS`
ENSMUST00000123465	True	Fatal: Missing `CDS`
ENSMUST00000123466	False	Warning: Missing `3'UTR'
ENSMUST00000123467	True	Fatal: Missing `CDS`
ENSMUST00000123468	True	Fatal: Missing `CDS`
ENSMUST00000123469	True	Fatal: Missing `CDS`
ENSMUST00000123470	False	Warning: Missing `3'UTR'
ENSMUST00000123471	True	Fatal: Missing `CDS`
ENSMUST00000123472	True	Fatal: Missing `CDS`
ENSMUST00000123473	True	Fatal: Missing `CDS`
ENSMUST00000123474	True	Fatal: Missing `CDS`
ENSMUST00000123475	True	Fatal: Missing `CDS`
ENSMUST00000123476	False	Warning: Missing `3'UTR'
ENSMUST00000123477	True	Fatal: Missing `CDS`
ENSMUST00000123478	True	Fatal: Missing `CDS`
ENSMUST00000123479	True	Fatal: Missing `CDS`
ENSMUST00000123480	True	Fatal: Missing `CDS`
ENSMUST00000123481	True	Fatal: Missing `CDS`
ENSMUST00000123483	True	Fatal: Missing `CDS`
ENSMUST00000123484	True	Fatal: Missing `CDS`
ENSMUST00000123485	True	Fatal: Missing `CDS`
ENSMUST00000123488	True	Fatal: Missing `CDS`
ENSMUST00000123489	True	Fatal: Missing `CDS`
ENSMUST00000123492	False	Warning: Missing `5'UTR'
ENSMUST00000123493	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123494	True	Fatal: Missing `CDS`
ENSMUST00000123496	True	Fatal: Missing `CDS`
ENSMUST00000123497	True	Fatal: Missing `CDS`
ENSMUST00000123499	True	Fatal: Missing `CDS`
ENSMUST00000123500	True	Fatal: Missing `CDS`
ENSMUST00000123501	True	Fatal: Missing `CDS`
ENSMUST00000123503	True	Fatal: Missing `CDS`
ENSMUST00000123504	True	Fatal: Missing `CDS`
ENSMUST00000123505	False	Warning: Missing `3'UTR'
ENSMUST00000123506	False	Warning: Missing `5'UTR'
ENSMUST00000123508	True	Fatal: Missing `CDS`
ENSMUST00000123509	True	Fatal: Missing `CDS`
ENSMUST00000123510	True	Fatal: Missing `CDS`
ENSMUST00000123511	True	Fatal: Missing `CDS`
ENSMUST00000123512	True	Fatal: Missing `CDS`
ENSMUST00000123513	True	Fatal: Missing `CDS`
ENSMUST00000123515	True	Fatal: Missing `CDS`
ENSMUST00000123516	True	Fatal: Missing `CDS`
ENSMUST00000123517	True	Fatal: Missing `CDS`
ENSMUST00000123518	True	Fatal: Missing `CDS`
ENSMUST00000123520	True	Fatal: Missing `CDS`
ENSMUST00000123521	True	Fatal: Missing `CDS`
ENSMUST00000123522	True	Fatal: Missing `CDS`
ENSMUST00000123523	True	Fatal: Missing `CDS`
ENSMUST00000123524	True	Fatal: Missing `CDS`
ENSMUST00000123525	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123526	True	Fatal: Missing `CDS`
ENSMUST00000123528	True	Fatal: Missing `CDS`
ENSMUST00000123529	True	Fatal: Missing `CDS`
ENSMUST00000123532	False	Warning: Missing `3'UTR'
ENSMUST00000123533	True	Fatal: Missing `CDS`
ENSMUST00000123535	True	Fatal: Missing `CDS`
ENSMUST00000123536	True	Fatal: Missing `CDS`
ENSMUST00000123537	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123538	True	Fatal: Missing `CDS`
ENSMUST00000123540	True	Fatal: Missing `CDS`
ENSMUST00000123541	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123542	True	Fatal: Missing `CDS`
ENSMUST00000123543	True	Fatal: Missing `CDS`
ENSMUST00000123544	True	Fatal: Missing `CDS`
ENSMUST00000123545	True	Fatal: Missing `CDS`
ENSMUST00000123546	True	Fatal: Missing `CDS`
ENSMUST00000123547	True	Fatal: Missing `CDS`
ENSMUST00000123548	True	Fatal: Missing `CDS`
ENSMUST00000123549	True	Fatal: Missing `CDS`
ENSMUST00000123550	True	Fatal: Missing `CDS`
ENSMUST00000123551	True	Fatal: Missing `CDS`
ENSMUST00000123553	True	Fatal: Missing `CDS`
ENSMUST00000123554	True	Fatal: Missing `CDS`
ENSMUST00000123559	True	Fatal: Missing `CDS`
ENSMUST00000123560	True	Fatal: Missing `CDS`
ENSMUST00000123561	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000123562	True	Fatal: Missing `CDS`
ENSMUST00000123563	True	Fatal: Missing `CDS`
ENSMUST00000123564	True	Fatal: Missing `CDS`
ENSMUST00000123565	False	Warning: Missing `3'UTR'
ENSMUST00000123566	True	Fatal: Missing `CDS`
ENSMUST00000123567	True	Fatal: Missing `CDS`
ENSMUST00000123568	True	Fatal: Missing `CDS`
ENSMUST00000123569	True	Fatal: Missing `CDS`
ENSMUST00000123570	True	Fatal: Missing `CDS`
ENSMUST00000123571	True	Fatal: Missing `CDS`
ENSMUST00000123573	True	Fatal: Missing `CDS`
ENSMUST00000123574	True	Fatal: Missing `CDS`
ENSMUST00000123575	True	Fatal: Missing `CDS`
ENSMUST00000123576	True	Fatal: Missing `CDS`
ENSMUST00000123577	True	Fatal: Missing `CDS`
ENSMUST00000123578	True	Fatal: Missing `CDS`
ENSMUST00000123579	True	Fatal: Missing `CDS`
ENSMUST00000123580	True	Fatal: Missing `CDS`
ENSMUST00000123581	True	Fatal: Missing `CDS`
ENSMUST00000123582	False	Warning: Missing `5'UTR'
ENSMUST00000123584	True	Fatal: Missing `CDS`
ENSMUST00000123585	False	Warning: Missing `3'UTR'
ENSMUST00000123586	True	Fatal: Missing `CDS`
ENSMUST00000123587	True	Fatal: Missing `CDS`
ENSMUST00000123588	True	Fatal: Missing `CDS`
ENSMUST00000123589	True	Fatal: Missing `CDS`
ENSMUST00000123590	True	Fatal: Missing `CDS`
ENSMUST00000123591	True	Fatal: Missing `CDS`
ENSMUST00000123592	True	Fatal: Missing `CDS`
ENSMUST00000123593	True	Fatal: Missing `CDS`
ENSMUST00000123595	True	Fatal: Missing `CDS`
ENSMUST00000123596	True	Fatal: Missing `CDS`
ENSMUST00000123597	True	Fatal: Missing `CDS`
ENSMUST00000123598	False	Warning: Missing `3'UTR'
ENSMUST00000123599	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000123600	False	Warning: Missing `3'UTR'
ENSMUST00000123601	True	Fatal: Missing `CDS`
ENSMUST00000123602	True	Fatal: Missing `CDS`
ENSMUST00000123603	True	Fatal: Missing `CDS`
ENSMUST00000123604	False	Warning: Missing `3'UTR'
ENSMUST00000123606	True	Fatal: Missing `CDS`
ENSMUST00000123607	True	Fatal: Missing `CDS`
ENSMUST00000123608	True	Fatal: Missing `CDS`
ENSMUST00000123609	True	Fatal: Missing `CDS`
ENSMUST00000123610	True	Fatal: Missing `CDS`
ENSMUST00000123611	False	Warning: Missing `3'UTR'
ENSMUST00000123612	True	Fatal: Missing `CDS`
ENSMUST00000123613	True	Fatal: Missing `CDS`
ENSMUST00000123615	True	Fatal: Missing `CDS`
ENSMUST00000123617	False	Warning: Missing `3'UTR'
ENSMUST00000123618	True	Fatal: Missing `CDS`
ENSMUST00000123619	False	Warning: Missing `3'UTR'
ENSMUST00000123620	True	Fatal: Missing `CDS`
ENSMUST00000123621	True	Fatal: Missing `CDS`
